"numero","slug","prompt"
"132","afdal-montajat-aliraq","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: an Iraq flag accent, a treasure chest opening with trending product icons glowing above a local market scene. Large gold Arabic headline: 'ما يطلبه العراقيون فعلاً'. Small gold badge: 'دليل 2026'."
"133","afdal-almontajat-fi-almaghrib","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a Morocco flag accent, a souk-style stall reimagined as a glowing online store shelf with best-seller tags in gold. Large gold Arabic headline: 'الأكثر مبيعاً في المغرب الكبير'. Small gold badge: 'دليل 2026'."
"134","afdal-mansat-pod-lil-arab","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a glowing t-shirt, mug and phone case being printed by a golden printer beam, platform icons floating around, RTL design accents. Large gold Arabic headline: 'اطبع عند الطلب… بلا مخزون'. Small gold badge: 'دليل 2026'."
"135","afdal-mansat-muwaridin-khalij","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a glowing supplier marketplace interface over a Gulf map, verified golden badges on top suppliers, shipping routes within the Gulf. Large gold Arabic headline: 'موردون على بُعد نقرة'. Small gold badge: 'دليل 2026'."
"136","niche-montajat-atfal","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: soft glowing baby products (toys, bottle, tiny shoes) floating around a golden teddy bear on a pedestal, pastel sparkles on dark premium background. Large gold Arabic headline: 'نيش لا ينام أبداً'. Small gold badge: 'دليل 2026'."
"137","ayna-ajid-muwaridin-mawthuqin","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a golden compass needle pointing at a verified supplier icon with a green trust badge among many grey question-mark suppliers. Large gold Arabic headline: 'الموثوقون هنا'. Small gold badge: 'دليل 2026'."
"138","shira-min-aliexpress","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a glowing AliExpress-style cart on a laptop, packages flying out toward a customer, a golden step-by-step path with checkpoints. Large gold Arabic headline: 'اشترِ كالمحترفين'. Small gold badge: 'دليل 2026'."
"139","alfarq-montaj-mawsimi-daim","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a versus split: left a product on a wave that rises and crashes with season icons, right a product on a flat steady golden conveyor running all year. Large gold Arabic headline: 'موجة قصيرة أم دخل دائم؟'. Small gold badge: 'دليل 2026'."
"140","alfarq-wakil-wa-muwarid","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: two figures side by side: a supplier at a factory door versus an agent juggling boxes, golden labels and arrows showing who does what. Large gold Arabic headline: 'من يخدم متجرك أفضل؟'. Small gold badge: 'دليل 2026'."
"141","almontajat-alaktar-talaban-alkhalij","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a glowing Gulf map with hot trending product icons rising from it like fireworks, demand meters maxing out in gold. Large gold Arabic headline: 'الخليج يطلبها الآن'. Small gold badge: 'دليل 2026'."
"142","badail-aliexpress","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a large marketplace logo card crossed with a bold red X in the center, surrounded by glowing golden alternative marketplace icons with arrows. Large gold Arabic headline: 'أسرع وأرخص من AliExpress؟'. Small gold badge: 'دليل 2026'."
"143","almontajat-arraqamiya-am-alfiziyaiya","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a versus split: left a glowing weightless digital file with a download beam, right a physical boxed product on a shipping scale, gold 'VS'. Large gold Arabic headline: 'بلا شحن ولا مخزون؟'. Small gold badge: 'دليل 2026'."
"144","dalil-shira-min-alibaba","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a glowing Alibaba-style wholesale warehouse with pallets, a golden negotiation handshake and an inspection magnifier over a container. Large gold Arabic headline: 'اشترِ بالجملة كالمحترفين'. Small gold badge: 'دليل 2026'."
"145","alibaba-am-aliexpress","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a versus split: left a wholesale container of bulk boxes, right a single retail package, gold 'VS', price-per-unit tags comparing. Large gold Arabic headline: 'قطعة واحدة أم حاوية كاملة؟'. Small gold badge: 'دليل 2026'."
"146","kayfa-abie-montajat-raqamiya","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a glowing laptop selling ebooks, templates and courses as light files beaming to many customers at once, zero-warehouse empty background. Large gold Arabic headline: 'مخزونك… ملف واحد'. Small gold badge: 'دليل 2026'."
"147","kayfa-akhtabir-fikrat-montaj","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a product idea inside a glowing test tube over a golden flask, small ad-test gauges and a green/red verdict meter. Large gold Arabic headline: 'اختبر قبل أن تستثمر'. Small gold badge: 'دليل 2026'."
"148","kayfa-aarif-anna-montajan-sayabie","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a crystal ball glowing gold revealing a product with rising sales charts inside it, data signals (search, trends, ads) feeding the ball. Large gold Arabic headline: 'إشارات تتنبأ بالمبيعات'. Small gold badge: 'دليل 2026'."
